time,x_robot,y_robot,z_robot,a_robot,b_robot,c_robot,x_tracker_obj,y_tracker_obj,z_tracker_obj,a_tracker_obj,b_tracker_obj,c_tracker_obj,velocity_std,target
0.015624284744262695,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015624284744262695,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015624284744262695,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.015624284744262695,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.03125,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.03125,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.03125,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.03125,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046875715255737305,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.046875715255737305,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.06250524520874023,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.06250524520874023,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.06250524520874023,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.06250524520874023,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.06250524520874023,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.06250524520874023,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0781242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0781242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0781242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0781242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0937490463256836,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0937490463256836,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0937490463256836,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.0937490463256836,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.10937356948852539,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.10937356948852539,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.10937356948852539,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.10937356948852539,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.1562488079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,0.0,0.0,0.0,0.0,0.0,0.0,0,False
0.1562488079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1562488079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1718738079071045,800.067,230.381,659.918,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1718738079071045,800.067,230.381,659.918,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1718738079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1718738079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1874985694885254,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1874985694885254,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.1874985694885254,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2031242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2031242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2031242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2031242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2031242847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2187492847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2187492847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2187492847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2187492847442627,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2343730926513672,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2343730926513672,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2343730926513672,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2343730926513672,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2499988079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2499988079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2499988079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2499988079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.2656238079071045,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.3124980926513672,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
0.3124980926513672,800.067,230.381,659.919,-66.357,-14.606,-112.322,800.067,230.381,659.919,-112.322,-14.606,-66.357,0,False
